GuessWord,Max,Median,Average
cigar,1399,425.0,429.3974082073434
rebut,1696,486.0,479.47257019438445
sissy,1287,939.0,604.9572354211663
humph,1710,1121.0,974.1775377969763
awake,1099,561.0,495.76717062634987
blush,1353,654.0,581.0470842332613
focal,1347,552.0,506.1084233261339
evade,1041,585.0,498.53693304535636
naval,1259,694.0,611.8984881209503
serve,1240,546.0,396.28380129589635
heath,1447,389.0,485.3727861771058
dwarf,1541,633.0,640.1745140388769
model,1344,429.0,437.8557235421166
karma,1595,686.0,629.9844492440604
stink,1306,583.0,532.1200863930885
grade,1298,341.0,368.32483801295893
quiet,1409,414.0,427.607343412527
bench,1572,522.0,549.0730021598272
abate,1077,419.0,401.0717062634989
feign,1397,514.0,524.0051835853131
major,1677,532.0,559.6868250539957
death,1382,361.0,400.9978401727862
fresh,1522,455.0,472.36976241900646
crust,1300,429.0,411.9291576673866
stool,1257,529.0,476.5766738660907
colon,1364,654.0,551.910151187905
abase,1075,423.0,399.12656587473003
marry,1425,591.0,469.94384449244063
react,1448,294.0,320.0760259179266
batty,1358,672.0,533.822030237581
pride,1260,380.0,381.8246220302376
floss,1336,710.0,617.8630669546436
helix,1771,595.0,590.177969762419
croak,1478,407.0,446.7714902807775
staff,1540,646.0,647.8980561555076
paper,1425,402.0,472.8306695464363
unfed,1661,684.0,611.8453563714903
whelp,1490,601.0,628.6025917926565
trawl,1460,472.0,397.6099352051836
outdo,1639,726.0,706.4142548596112
adobe,1243,415.0,423.09200863930886
crazy,1299,509.0,457.2738660907127
sower,1291,337.0,375.31792656587476
repay,1550,417.0,413.482505399568
digit,1250,838.0,668.3261339092873
crate,1142,246.0,276.08596112311017
cluck,1572,961.0,785.8552915766738
spike,1162,443.0,426.2241900647948
mimic,1715,1147.0,960.8578833693305
pound,1238,666.0,560.9369330453563
maxim,1639,775.0,793.3343412526998
linen,1346,430.0,476.71792656587473
unmet,1183,492.0,462.466090712743
flesh,1578,491.0,505.47861771058314
booby,1303,1168.0,742.1131749460043
forth,1555,526.0,529.034989200864
first,1487,444.0,448.19092872570195
stand,1309,377.0,399.67775377969764
belly,1443,576.0,553.7732181425486
ivory,1558,480.0,533.4397408207343
seedy,1092,544.0,370.80172786177104
print,1337,410.0,396.1861771058315
yearn,1299,333.0,353.1408207343413
drain,1353,363.0,374.49200863930884
bribe,1356,471.0,458.1866090712743
stout,1347,663.0,524.4526997840172
panel,1311,331.0,349.83498920086396
crass,1211,461.0,447.40388768898487
flume,1454,506.0,498.26177105831533
offal,1820,922.0,757.6302375809935
agree,1086,408.0,362.482505399568
error,1355,554.0,557.2686825053996
swirl,1196,358.0,409.3041036717063
argue,1217,322.0,353.5723542116631
bleed,1438,653.0,483.15896328293735
delta,1514,431.0,424.1883369330454
flick,1521,792.0,671.341252699784
totem,1211,447.0,463.16803455723544
wooer,1312,514.0,482.52397408207344
front,1432,454.0,426.5930885529158
shrub,1658,549.0,564.2539956803456
parry,1248,574.0,446.8423326133909
biome,1012,333.0,377.2738660907127
lapel,1337,427.0,460.7218142548596
start,1286,430.0,412.34686825053996
greet,1273,483.0,370.58228941684666
goner,1392,431.0,405.0034557235421
golem,1420,427.0,448.40993520518356
lusty,1402,504.0,524.1978401727862
loopy,1254,776.0,572.7654427645788
round,1370,485.0,492.24794816414686
audit,1407,437.0,425.0574514038877
lying,1608,704.0,637.3580993520518
gamma,1631,1055.0,822.3425485961124
labor,1503,483.0,430.888120950324
islet,1297,390.0,386.3606911447084
civic,1492,1249.0,953.7637149028078
forge,1261,422.0,423.2168466522678
corny,1325,440.0,396.2794816414687
moult,1186,492.0,448.2989200863931
basic,1284,535.0,487.81295896328294
salad,1001,561.0,416.59049676025916
agate,1076,401.0,390.05788336933045
spicy,1116,617.0,454.5550755939525
spray,1353,395.0,410.1693304535637
essay,1243,595.0,516.0449244060475
fjord,1670,782.0,751.4444924406048
spend,1397,495.0,484.7904967602592
kebab,1706,905.0,736.8410367170626
guild,1291,663.0,565.9982721382289
aback,1647,925.0,722.8565874730022
motor,1381,599.0,558.7546436285097
alone,1056,255.0,281.6630669546436
hatch,1529,683.0,652.133909287257
hyper,1568,550.0,525.8306695464363
thumb,1639,824.0,777.3745140388769
dowry,1508,644.0,577.3257019438445
ought,1800,723.0,650.3572354211663
belch,1449,554.0,543.1313174946005
dutch,1505,709.0,651.627645788337
pilot,1248,459.0,427.06177105831534
tweed,1540,647.0,531.5913606911447
comet,1201,331.0,361.53131749460044
jaunt,1527,511.0,496.66436285097194
enema,1303,497.0,513.1144708423326
steed,1283,492.0,401.6025917926566
abyss,1745,683.0,753.363282937365
growl,1508,552.0,532.8120950323975
fling,1647,728.0,652.2151187904967
dozen,1575,488.0,534.6803455723542
boozy,1354,1152.0,738.7602591792656
erode,1103,481.0,387.06738660907126
world,1542,488.0,512.5969762419006
gouge,1367,485.0,491.0609071274298
click,1484,860.0,690.5956803455723
briar,1100,461.0,410.9200863930885
great,1401,361.0,372.6596112311015
altar,1274,371.0,393.8194384449244
pulpy,1451,905.0,742.1969762419006
blurt,1267,402.0,437.3477321814255
coast,1048,329.0,325.43455723542115
duchy,1450,815.0,707.6228941684665
groin,1431,451.0,458.3473002159827
fixer,1648,662.0,575.9693304535638
group,1483,572.0,567.0626349892009
rogue,1335,329.0,386.2509719222462
badly,1424,629.0,524.8259179265659
smart,1282,359.0,377.6548596112311
pithy,1407,633.0,583.8604751619871
gaudy,1316,596.0,529.1680345572354
chill,1353,773.0,588.159827213823
heron,1450,415.0,418.7205183585313
vodka,1699,675.0,726.4358531317495
finer,1537,446.0,435.7261339092873
surer,1001,416.0,359.9015118790497
radio,1290,428.0,394.55291576673864
rouge,1297,329.0,377.3010799136069
perch,1482,497.0,513.0777537796977
retch,1526,513.0,484.3576673866091
wrote,1422,352.0,372.3451403887689
clock,1505,823.0,681.6043196544276
tilde,1170,366.0,365.9563714902808
store,1202,246.0,301.41727861771056
prove,1373,434.0,436.58444924406047
bring,1438,570.0,547.6077753779698
solve,1073,342.0,346.71792656587473
cheat,1583,374.0,425.58228941684666
grime,1347,390.0,406.9598272138229
exult,1478,565.0,569.616414686825
usher,1554,514.0,511.1451403887689
epoch,1557,485.0,564.9995680345572
triad,1358,404.0,370.93995680345574
break,1527,482.0,486.2738660907127
rhino,1462,478.0,464.4393088552916
viral,1629,482.0,459.9710583153348
conic,1451,682.0,601.3274298056156
masse,1144,416.0,412.6177105831533
sonic,1185,444.0,411.6950323974082
vital,1671,575.0,518.9373650107991
trace,1336,246.0,282.42246220302377
using,1658,751.0,669.8358531317494
peach,1548,413.0,440.47861771058314
champ,1503,683.0,643.0436285097193
baton,1545,518.0,449.458747300216
brake,1304,373.0,386.377969762419
pluck,1541,804.0,697.2924406047516
craze,1382,369.0,388.05183585313176
gripe,1346,386.0,403.8933045356371
weary,1329,300.0,380.0267818574514
picky,1455,810.0,690.2509719222462
acute,1326,323.0,353.66652267818574
ferry,1413,540.0,502.3840172786177
aside,1334,349.0,349.28380129589635
tapir,1349,419.0,378.2522678185745
troll,1202,403.0,395.0634989200864
unify,1565,714.0,629.9568034557235
rebus,1704,543.0,543.1965442764579
boost,1198,716.0,509.9049676025918
truss,1282,570.0,539.8721382289417
siege,902,497.0,344.23844492440605
tiger,1430,431.0,406.1218142548596
banal,1167,661.0,517.0228941684666
slump,1424,685.0,590.8760259179265
crank,1460,462.0,458.0682505399568
gorge,1354,478.0,470.3183585313175
query,1510,427.0,544.0855291576673
drink,1541,569.0,543.3550755939525
favor,1576,485.0,533.3693304535637
abbey,1349,442.0,537.266090712743
tangy,1450,466.0,458.0742980561555
panic,1504,522.0,495.12051835853134
solar,1157,232.0,289.49330453563715
shire,1129,273.0,304.7010799136069
proxy,1376,678.0,564.3831533477322
point,1258,479.0,401.1278617710583
robot,1354,629.0,563.3313174946004
prick,1370,611.0,558.5809935205184
wince,1167,440.0,444.1935205183585
crimp,1409,570.0,542.0120950323974
knoll,1416,768.0,671.6336933045357
sugar,1247,353.0,393.45701943844495
whack,1547,796.0,726.2552915766738
mount,1371,560.0,480.60043196544274
perky,1402,445.0,513.7611231101512
could,1174,557.0,488.0634989200864
wrung,1446,670.0,647.5041036717063
light,1293,621.0,564.8647948164147
those,1430,308.0,350.9904967602592
moist,1272,448.0,393.3477321814255
shard,1296,345.0,391.59827213822894
pleat,1405,360.0,375.9036717062635
aloft,1492,494.0,439.95291576673867
skill,1235,746.0,571.1866090712743
elder,1418,456.0,439.65701943844493
frame,1340,360.0,379.7663066954644
humor,1559,622.0,579.3671706263499
pause,1130,273.0,321.00475161987043
ulcer,1343,413.0,410.9732181425486
ultra,1444,427.0,424.7377969762419
robin,1530,546.0,499.2354211663067
cynic,1636,790.0,748.3498920086394
agora,1224,474.0,489.1831533477322
aroma,1155,488.0,453.04449244060476
caulk,1292,567.0,508.13995680345573
shake,1284,333.0,364.8414686825054
pupal,1583,625.0,649.1956803455723
dodge,1356,590.0,544.8773218142549
swill,1223,740.0,561.0997840172786
tacit,1312,506.0,466.9313174946004
other,1492,460.0,460.69848812095034
thorn,1639,502.0,446.9619870410367
trove,1457,361.0,387.35809935205185
bloke,1290,416.0,434.5114470842333
vivid,1770,1328.0,1064.8686825053996
spill,1225,708.0,539.6086393088553
chant,1301,479.0,435.70194384449246
choke,1225,446.0,462.2168466522678
rupee,1067,516.0,384.29373650107993
nasty,1561,530.0,445.2388768898488
mourn,1291,499.0,494.4863930885529
ahead,1143,448.0,487.39956803455726
brine,1279,338.0,345.1697624190065
cloth,1398,495.0,466.72138228941685
hoard,1336,402.0,395.8406047516199
sweet,1293,570.0,403.0915766738661
month,1516,592.0,561.2721382289417
lapse,1243,285.0,343.2
watch,1575,605.0,592.9969762419006
today,1416,376.0,410.3533477321814
focus,1484,662.0,649.4492440604752
smelt,1326,374.0,393.4691144708423
tease,1036,347.0,291.7036717062635
cater,1492,346.0,328.3611231101512
movie,1292,371.0,419.32613390928725
lynch,1444,705.0,646.7114470842332
saute,1011,223.0,259.844060475162
allow,1629,583.0,639.9071274298057
renew,1303,546.0,485.34470842332615
their,1377,394.0,383.15550755939523
slosh,1320,632.0,481.51792656587475
purge,1351,435.0,456.0686825053996
chest,1373,454.0,477.4341252699784
depot,1408,442.0,446.8086393088553
epoxy,1558,481.0,630.513606911447
nymph,1808,917.0,853.6583153347732
found,1344,726.0,604.8829373650108
shall,1172,572.0,456.48984881209503
harry,1219,521.0,440.6181425485961
stove,1375,349.0,402.04708423326133
lowly,1536,831.0,644.9792656587473
snout,1312,479.0,429.47386609071276
trope,1244,302.0,340.2738660907127
fewer,1562,699.0,565.2133909287257
shawl,1241,519.0,482.51619870410366
natal,1255,464.0,466.36198704103674
fibre,1463,421.0,439.94946004319655
comma,1600,625.0,689.2112311015119
foray,1371,370.0,417.80561555075593
scare,1195,237.0,293.1727861771058
stair,1217,262.0,309.04665226781856
black,1533,690.0,606.0237580993521
squad,1390,581.0,589.2902807775378
royal,1412,389.0,403.44362850971925
chunk,1628,878.0,735.4207343412527
mince,1125,394.0,412.5278617710583
slave,1234,333.0,341.52138228941686
shame,1195,312.0,344.68941684665225
cheek,1490,754.0,546.22030237581
ample,1394,424.0,450.96069114470845
flair,1416,317.0,366.97969762419007
foyer,1255,455.0,434.8902807775378
cargo,1454,443.0,446.13002159827215
oxide,1599,556.0,510.6406047516199
plant,1320,356.0,366.6086393088553
olive,1198,396.0,402.7736501079914
inert,1367,397.0,412.71187904967604
askew,1721,642.0,597.3939524838013
heist,1273,349.0,382.0185745140389
shown,1299,683.0,584.684233261339
zesty,1616,592.0,554.7732181425486
hasty,1548,466.0,492.57321814254857
trash,1352,396.0,382.0107991360691
fella,1638,463.0,576.3200863930886
larva,1669,559.0,563.9485961123111
forgo,1639,816.0,715.5982721382289
story,1349,364.0,379.3326133909287
hairy,1332,291.0,343.9123110151188
train,1116,354.0,324.9205183585313
homer,1450,447.0,445.67516198704107
badge,1291,436.0,445.26393088552913
midst,1452,562.0,518.1464362850971
canny,1143,648.0,490.9498920086393
fetus,1724,556.0,564.2228941684665
butch,1618,778.0,683.4539956803455
farce,1278,329.0,348.38099352051836
slung,1360,581.0,517.7023758099352
tipsy,1464,568.0,502.2894168466523
metal,1523,411.0,411.38142548596113
yield,1429,507.0,490.8755939524838
delve,1461,720.0,543.4980561555076
being,1499,494.0,519.7369330453564
scour,1322,411.0,422.47645788336933
glass,1318,606.0,554.1503239740821
gamer,1416,392.0,422.15161987041034
scrap,1442,467.0,468.6496760259179
money,1330,318.0,379.8552915766739
hinge,1336,439.0,465.30323974082074
album,1697,678.0,669.798272138229
vouch,1440,802.0,691.7036717062635
asset,1195,347.0,428.10410367170624
tiara,1196,380.0,369.28077753779695
crept,1350,402.0,415.68207343412524
bayou,1467,611.0,534.0375809935205
atoll,1358,418.0,472.7732181425486
manor,1457,439.0,413.4012958963283
creak,1523,441.0,452.68855291576676
showy,1253,720.0,539.9140388768899
phase,1277,317.0,361.67041036717063
froth,1514,526.0,501.06393088552915
depth,1528,561.0,554.9624190064795
gloom,1396,849.0,701.6116630669546
flood,1298,862.0,681.1987041036717
trait,1198,380.0,370.9580993520518
girth,1538,532.0,509.2544276457883
piety,1425,333.0,416.86609071274296
payer,1571,398.0,384.38358531317493
goose,1091,455.0,407.7218142548596
float,1451,369.0,405.7131749460043
donor,1347,630.0,552.6574514038876
atone,1103,269.0,297.5628509719223
primo,1489,482.0,506.52570194384447
apron,1537,479.0,454.0950323974082
blown,1548,679.0,624.6250539956803
cacao,1472,711.0,596.0889848812095
loser,1155,343.0,332.7490280777538
input,1616,709.0,622.8462203023759
gloat,1360,346.0,382.69676025917926
awful,1770,749.0,699.963282937365
brink,1498,579.0,540.7438444924406
smite,1193,332.0,342.1727861771058
beady,1329,377.0,426.77883369330453
rusty,1581,488.0,489.33347732181426
retro,1291,517.0,459.570626349892
droll,1232,541.0,476.6790496760259
gawky,1426,786.0,687.0060475161987
hutch,1623,920.0,810.9775377969762
pinto,1567,576.0,531.2691144708423
gaily,1206,460.0,408.43801295896327
egret,1370,483.0,424.2194384449244
lilac,1439,535.0,585.8086393088553
sever,1336,546.0,425.1576673866091
field,1575,516.0,527.044060475162
fluff,1821,1214.0,1066.921382289417
hydro,1685,684.0,661.1200863930885
flack,1505,697.0,627.4730021598272
agape,982,495.0,458.73477321814255
wench,1617,558.0,597.3892008639309
voice,1013,340.0,365.98574514038876
stead,1404,394.0,404.4691144708423
stalk,1286,450.0,458.7892008639309
berth,1554,461.0,480.6786177105831
madam,1583,1011.0,778.1650107991361
night,1795,718.0,633.3464362850972
bland,1465,535.0,492.163282937365
liver,1626,507.0,458.51187904967605
wedge,1452,846.0,601.4030237580994
augur,1527,542.0,608.7952483801296
roomy,1255,713.0,552.5494600431965
wacky,1478,740.0,667.9464362850972
flock,1527,739.0,653.7369330453564
angry,1562,447.0,494.3762419006479
bobby,1526,1168.0,873.9023758099352
trite,1081,376.0,351.52656587473
aphid,1428,617.0,609.7771058315335
tryst,1331,535.0,502.78358531317497
midge,1414,523.0,524.2552915766738
power,1467,452.0,480.27257019438446
elope,1131,448.0,380.6829373650108
cinch,1557,865.0,711.1974082073434
motto,1348,986.0,756.3490280777538
stomp,1497,599.0,586.5827213822894
upset,1646,528.0,479.74600431965445
bluff,1689,1080.0,936.4410367170626
cramp,1399,498.0,504.0950323974082
quart,1336,435.0,472.74989200863934
coyly,1449,697.0,551.3589632829373
youth,1427,582.0,571.6410367170627
rhyme,1432,459.0,471.5589632829374
buggy,1430,1164.0,864.4298056155508
alien,1165,280.0,307.3745140388769
smear,1322,325.0,368.7663066954644
unfit,1464,689.0,649.4976241900648
patty,1303,636.0,522.1766738660907
cling,1425,589.0,539.304535637149
glean,1661,412.0,440.89071274298055
label,1391,457.0,482.4375809935205
hunky,1625,820.0,702.7097192224622
khaki,1757,660.0,757.7585313174945
poker,1434,455.0,460.47602591792656
gruel,1312,323.0,371.0842332613391
twice,1355,387.0,406.7658747300216
twang,1591,607.0,573.0552915766739
shrug,1426,537.0,546.8345572354211
treat,1276,332.0,401.5796976241901
unlit,1125,579.0,495.3075593952484
waste,1462,323.0,372.1304535637149
merit,1540,394.0,384.4522678185745
woven,1546,512.0,562.3006479481642
octal,1543,523.0,485.7205183585313
needy,1309,576.0,465.7663066954644
clown,1318,591.0,556.2133909287257
widow,1765,863.0,846.7369330453564
irony,1356,376.0,381.0436285097192
ruder,1226,530.0,509.7796976241901
gauze,1215,373.0,443.7736501079914
chief,1377,475.0,482.422030237581
onset,1630,374.0,379.97408207343415
prize,1425,445.0,447.28077753779695
fungi,1768,821.0,789.6742980561555
charm,1652,558.0,522.467818574514
gully,1312,928.0,687.4665226781857
inter,1375,414.0,411.29762419006477
whoop,1392,1045.0,838.34686825054
taunt,1242,518.0,445.2069114470842
leery,1406,373.0,353.04276457883367
class,1260,561.0,503.34082073434126
theme,1319,588.0,452.85831533477324
lofty,1540,537.0,528.0634989200864
tibia,1486,561.0,617.451403887689
booze,1216,698.0,563.0946004319654
alpha,1330,677.0,628.3326133909287
thyme,1419,469.0,477.7961123110151
eclat,1404,394.0,415.94946004319655
doubt,1428,638.0,557.9930885529158
parer,1323,402.0,397.8198704103672
chute,1297,428.0,430.4699784017279
stick,1300,619.0,549.6704103671706
trice,1156,277.0,302.8976241900648
alike,1363,295.0,353.64103671706266
sooth,1194,730.0,496.09416846652266
recap,1788,498.0,470.84665226781857
saint,1080,345.0,296.31058315334775
liege,1077,513.0,412.6915766738661
glory,1285,410.0,419.92742980561553
grate,1244,276.0,310.2017278617711
admit,1565,554.0,530.6967602591793
brisk,1456,513.0,494.6609071274298
soggy,1172,782.0,555.1244060475162
usurp,1680,693.0,769.2410367170627
scald,1307,415.0,415.0159827213823
scorn,1353,472.0,413.2695464362851
leave,1372,502.0,415.08336933045354
twine,1353,398.0,412.0963282937365
sting,1405,540.0,519.2233261339093
bough,1558,796.0,660.5987041036717
marsh,1437,447.0,453.2600431965443
sloth,1259,445.0,402.4280777537797
dandy,1370,695.0,606.8250539956804
vigor,1700,622.0,615.2799136069115
howdy,1485,836.0,713.1343412526998
enjoy,1643,535.0,619.2215982721382
valid,1604,543.0,548.9485961123111
ionic,1344,682.0,615.8881209503239
equal,1808,626.0,570.0980561555076
unset,1321,438.0,420.69676025917926
floor,1299,598.0,537.3848812095032
catch,1494,683.0,606.4876889848812
spade,1226,324.0,352.8803455723542
stein,1363,390.0,401.27861771058315
exist,1641,523.0,530.7637149028078
quirk,1599,675.0,662.1693304535637
denim,1530,531.0,545.3222462203024
grove,1418,459.0,467.0855291576674
spiel,1188,338.0,349.13563714902807
mummy,1591,1325.0,1011.1231101511879
fault,1398,456.0,426.0894168466523
foggy,1371,1026.0,771.0194384449244
flout,1289,530.0,497.40647948164144
carry,1148,516.0,401.35291576673865
sneak,1535,432.0,446.48207343412525
libel,1281,518.0,529.2406047516199
waltz,1729,609.0,654.3235421166306
aptly,1556,452.0,487.6630669546436
piney,1344,363.0,397.9585313174946
inept,1560,481.0,508.96155507559394
aloud,1362,484.0,448.9049676025918
photo,1347,794.0,652.6289416846653
dream,1496,441.0,468.1503239740821
stale,1177,221.0,279.2410367170626
vomit,1363,596.0,557.6699784017279
ombre,1510,489.0,504.03110151187906
fanny,1189,747.0,570.54686825054
unite,1221,401.0,370.92526997840173
snarl,1267,340.0,308.38358531317493
baker,1493,431.0,450.8539956803456
there,1454,466.0,387.72267818574517
glyph,1456,752.0,720.9555075593953
pooch,1368,931.0,658.304535637149
hippy,1446,915.0,775.7542116630669
spell,1283,522.0,523.8021598272138
folly,1146,835.0,611.4129589632829
louse,930,254.0,312.429373650108
gulch,1523,725.0,659.7511879049677
vault,1433,461.0,450.4937365010799
godly,1340,652.0,543.7749460043196
threw,1510,461.0,485.59006479481644
fleet,1095,520.0,401.3805615550756
grave,1368,398.0,418.8138228941685
inane,1233,316.0,385.09935205183587
shock,1335,745.0,600.94686825054
crave,1317,367.0,377.0911447084233
spite,1193,357.0,351.97624190064795
valve,1482,502.0,534.9529157667387
skimp,1362,789.0,680.8444924406048
claim,1390,455.0,460.12267818574514
rainy,1297,276.0,327.2470842332613
musty,1586,658.0,606.1105831533478
pique,1560,483.0,524.5291576673866
daddy,1448,948.0,787.6099352051835
quasi,1461,535.0,538.064362850972
arise,1075,232.0,254.3356371490281
aging,1594,614.0,693.7041036717062
valet,1393,308.0,375.03887688984884
opium,1421,666.0,647.6103671706263
avert,1572,438.0,458.1058315334773
stuck,1364,717.0,632.7822894168467
recut,1703,410.0,436.75032397408205
mulch,1537,739.0,676.2371490280777
genre,1295,528.0,403.1572354211663
plume,1363,468.0,464.44406047516196
rifle,1509,428.0,387.29805615550754
count,1276,515.0,435.370626349892
incur,1572,573.0,566.5654427645788
total,1255,418.0,446.5205183585313
wrest,1482,465.0,429.47818574514037
mocha,1690,614.0,651.3114470842332
deter,1400,473.0,428.17753779697625
study,1235,609.0,513.497192224622
lover,1250,515.0,445.34125269978404
safer,1245,287.0,338.48207343412525
rivet,1480,474.0,427.16803455723544
funny,1382,1022.0,702.1749460043196
smoke,1175,388.0,418.5866090712743
mound,1371,704.0,592.6155507559396
undue,1423,583.0,602.542980561555
sedan,1260,335.0,354.229373650108
pagan,1438,744.0,578.3676025917927
swine,1243,384.0,374.10539956803456
guile,1125,347.0,369.5624190064795
gusty,1577,640.0,592.6293736501079
equip,1893,712.0,715.2976241900648
tough,1649,628.0,569.2678185745141
canoe,1322,216.0,278.16673866090713
chaos,1292,466.0,463.622030237581
covet,1224,382.0,402.08682505399565
human,1349,624.0,588.7939524838013
udder,1599,711.0,646.0319654427645
lunch,1544,604.0,602.2790496760259
blast,1390,429.0,404.3805615550756
stray,1354,302.0,360.3330453563715
manga,1583,791.0,652.1382289416847
melee,1126,745.0,458.06522678185746
lefty,1560,529.0,489.3727861771058
quick,1640,938.0,799.3978401727862
paste,1282,288.0,347.27516198704103
given,1565,557.0,580.6971922246221
octet,1357,402.0,476.8691144708423
risen,1290,367.0,362.5023758099352
groan,1428,452.0,413.33563714902806
leaky,1391,327.0,415.5965442764579
grind,1476,571.0,537.3546436285097
carve,1333,367.0,382.27473002159826
loose,1183,353.0,350.8557235421166
sadly,1087,448.0,381.2185745140389
spilt,1264,487.0,419.8246220302376
apple,1406,427.0,499.17365010799136
slack,1222,535.0,470.89676025917925
honey,1344,284.0,362.68941684665225
final,1602,573.0,510.2876889848812
sheen,1217,504.0,375.31058315334775
eerie,1043,540.0,417.24578833693306
minty,1419,573.0,532.8656587473002
slick,1206,580.0,483.52354211663067
derby,1538,464.0,535.0704103671707
wharf,1512,606.0,622.8462203023759
spelt,1330,400.0,404.78358531317497
coach,1374,600.0,528.5917926565875
erupt,1418,426.0,453.55032397408206
singe,1186,372.0,361.19438444924407
price,1214,336.0,343.8211663066955
spawn,1486,553.0,531.6583153347732
fairy,1235,359.0,370.97235421166306
jiffy,1623,1214.0,1019.8298056155508
filmy,1484,744.0,636.4272138228941
stack,1514,525.0,513.0336933045356
chose,1228,335.0,367.2181425485961
sleep,1225,522.0,383.03498920086395
ardor,1260,462.0,467.40388768898487
nanny,1298,836.0,661.9948164146869
niece,1039,485.0,381.6989200863931
woozy,1346,1197.0,797.4980561555076
handy,1316,528.0,517.9848812095032
grace,1245,302.0,331.89589632829376
ditto,1401,639.0,626.4669546436285
stank,1491,472.0,471.47386609071276
cream,1425,404.0,428.56760259179265
usual,1607,696.0,632.8509719222462
diode,1099,404.0,433.79006479481643
valor,1594,503.0,451.3727861771058
angle,1557,398.0,400.6328293736501
ninja,1908,686.0,817.7580993520519
muddy,1478,1117.0,865.7693304535637
chase,1222,298.0,342.2488120950324
reply,1529,473.0,438.8876889848812
prone,1221,303.0,326.0967602591793
spoil,1301,422.0,417.1161987041037
heart,1482,318.0,339.83110151187907
shade,1120,286.0,322.90410367170625
diner,1424,424.0,418.7032397408207
arson,1670,389.0,374.9032397408207
onion,1468,868.0,704.2194384449244
sleet,1001,405.0,294.76673866090715
dowel,1403,459.0,475.5365010799136
couch,1494,870.0,684.0021598272139
palsy,1413,488.0,447.8341252699784
bowel,1533,444.0,481.77019438444927
smile,1165,316.0,331.9537796976242
evoke,1188,653.0,539.4280777537797
creek,1210,595.0,437.41771058315334
lance,1401,273.0,321.2410367170626
eagle,942,435.0,363.7948164146868
idiot,1385,639.0,584.6462203023758
siren,1134,244.0,287.88725701943844
built,1380,538.0,448.8596112311015
embed,1406,790.0,655.038444924406
award,1558,664.0,582.3792656587473
dross,1287,575.0,524.5736501079914
annul,1472,536.0,588.0151187904968
goody,1282,970.0,651.0820734341253
frown,1610,629.0,602.9818574514039
patio,1263,465.0,397.17624190064794
laden,1343,410.0,385.7840172786177
humid,1405,754.0,710.3667386609071
elite,1121,389.0,329.16069114470844
lymph,1771,872.0,815.0259179265659
edify,1578,474.0,602.4056155507559
might,1572,696.0,650.3883369330454
reset,1172,391.0,356.1922246220302
visit,1428,809.0,683.3736501079914
gusto,1666,621.0,610.7019438444925
purse,1291,356.0,385.68380129589633
vapor,1626,625.0,521.1719222462203
crock,1506,763.0,645.5654427645788
write,1320,339.0,358.838444924406
sunny,1090,799.0,519.4773218142549
loath,1356,394.0,385.39092872570194
chaff,1595,847.0,782.8799136069115
slide,1134,314.0,311.36760259179266
queer,1631,616.0,532.5827213822894
venom,1701,600.0,598.5257019438445
stamp,1455,532.0,537.7032397408208
sorry,1079,546.0,374.45572354211663
still,1225,571.0,477.95723542116633
acorn,1379,431.0,435.3766738660907
aping,1560,596.0,582.0194384449244
pushy,1455,784.0,683.680777537797
tamer,1375,390.0,364.94686825054
hater,1337,374.0,364.79006479481643
mania,1526,601.0,521.2457883369331
awoke,1457,460.0,433.95161987041035
brawn,1378,490.0,503.2682505399568
swift,1286,704.0,570.0185745140388
exile,1217,590.0,479.63196544276457
birch,1555,567.0,557.4738660907127
lucky,1653,750.0,689.3809935205184
freer,1136,761.0,504.3723542116631
risky,1615,502.0,537.2583153347732
ghost,1403,587.0,508.2449244060475
plier,1304,312.0,335.7511879049676
lunar,1404,421.0,380.4107991360691
winch,1660,786.0,709.1995680345573
snare,1158,219.0,267.3818574514039
nurse,1305,382.0,354.00820734341255
house,1201,296.0,350.2699784017279
borax,1619,488.0,566.9520518358531
nicer,1373,401.0,419.40993520518356
lurch,1540,528.0,530.9710583153347
exalt,1592,433.0,459.92656587473004
about,1374,516.0,478.4453563714903
savvy,1316,734.0,578.7438444924406
toxin,1659,596.0,585.7887688984881
tunic,1413,617.0,553.6907127429805
pried,1260,380.0,377.89071274298055
inlay,1608,502.0,477.4164146868251
chump,1599,915.0,801.8168466522678
lanky,1532,544.0,529.3749460043197
cress,1253,423.0,477.370626349892
eater,1063,332.0,350.5723542116631
elude,1108,553.0,438.6652267818574
cycle,1386,479.0,499.97062634989203
kitty,1422,816.0,655.1105831533478
boule,1134,351.0,357.1002159827214
moron,1277,642.0,588.3451403887689
tenet,1165,623.0,407.3585313174946
place,1237,331.0,345.4526997840173
lobby,1470,818.0,709.7606911447084
plush,1447,653.0,581.5274298056155
vigil,1509,972.0,824.2323974082074
index,1832,700.0,678.6686825053996
blink,1525,707.0,605.6358531317495
clung,1504,654.0,608.1615550755939
qualm,1491,666.0,648.5477321814254
croup,1333,525.0,509.99352051835854
clink,1408,645.0,562.2846652267818
juicy,1430,776.0,610.4453563714903
stage,1232,278.0,330.39827213822895
decay,1504,428.0,440.5399568034557
nerve,1479,564.0,487.45183585313174
flier,1461,310.0,368.59222462203024
shaft,1331,544.0,473.9110151187905
crook,1330,763.0,611.0194384449244
clean,1614,380.0,391.8207343412527
china,1423,504.0,504.3723542116631
ridge,1411,447.0,455.251403887689
vowel,1569,481.0,550.9520518358531
gnome,1423,429.0,470.3598272138229
